filename,class_folder,box_id,x_center,y_center,width,height,label,dhapur,pamor,tangguh,luk,confirmed
0111_Keris_Karacan_Luk_11_Kinatah_Emas_0_85d774.jpg,keris_luk_11,1,0.4185,0.4819,0.3447,0.8662,keris_luk_11,,,,11,no
0154_Keris_Naga_Siluman_Kinatah_Emas_Asli_Sepuh_0_d844e7.jpg,keris_luk_11,0,0.5543,0.4910,0.7336,0.9820,keris_luk_11,Naga Siluman,Wengkon Isen,Hamengkubuwana V,11,yes
0217_Keris_Pusaka_Singo_Barong_Luk_11_Tinatah_Emas_Mata_0_b05393.jpg,keris_luk_11,0,0.4273,0.3703,0.4333,0.7405,keris_luk_11,Singo Barong,Beras Wutah,Mataram Sultan Agung,11,yes
0224_Keris_Sabuk_Inten_Luk_11_Tinatah_Emas_Panji_Wilis_0_af2378.jpg,keris_luk_11,0,0.4809,0.5369,0.7869,0.8588,keris_luk_11,Sabuk Inten,Pulo Tirto,Mataram Senopaten,11,yes
0225_Keris_Sabuk_Inten_Mataram_Amangkurat_0_610397.jpg,keris_luk_11,0,0.6129,0.4944,0.7656,0.9888,keris_luk_11,Sabuk Inten,Beras Wutah,Mataram Amangkurat,11,yes
0227_Keris_Sabuk_Inten_Sepuh_0_7f1ba1.jpg,keris_luk_11,0,0.4578,0.3934,0.5896,0.7867,keris_luk_11,Sabuk Inten,Ngulit Semangka,Mataram Amangkurat,11,yes
0229_Keris_Sabuk_Inten_Tangguh_Pengging_0_976ac2.jpg,keris_luk_11,0,0.5584,0.4998,0.6324,0.9996,keris_luk_11,Sabuk Inten,Wahyu Tumurun,Pengging,11,yes
0262_Keris_Singa_Barong_Luk_11_Tinatah_Emas_Mataram_Sul_0_e52ba6.jpg,keris_luk_11,0,0.4683,0.5104,0.7385,0.8103,keris_luk_11,Singo Barong,Pedaringan Kebak,Mataram,11,yes
0265_Keris_Singo_Barong_Luk_11_Kinatah_Emas_0_abf186.jpg,keris_luk_11,0,0.6862,0.4825,0.1897,0.8309,keris_luk_11,Singo Barong,,,11,yes
0328_Sabuk_Inten_Mataram_Senopaten_0_608b4d.jpg,keris_luk_11,0,0.6112,0.4922,0.7674,0.9844,keris_luk_11,Sabuk Inten,Beras Wutah,Mataram Senopaten,11,yes
0082_Keris_Guling_Mataram_Luk_13_Dhapur_Parungsari_TUS_0_4146c8.jpg,keris_luk_13,0,0.5191,0.4288,0.7319,0.8575,keris_luk_13,Parungsari,Pedaringan Kebak,Mataram,13,yes
0125_Keris_Korowelang_Luk_13_Tangguh_Madiun_Sepuh_0_2516c3.jpg,keris_luk_13,0,0.5247,0.4391,0.8906,0.7619,keris_luk_13,korowelang,Ngulit Semangka,Madiun,13,yes
0137_Keris_Majapahit_Parungsari_Luk_13_Sepuh_0_561327.jpg,keris_luk_13,0,0.5066,0.4168,0.6320,0.8336,keris_luk_13,Parungsari,Beras Wutah,Majapahit,13,yes
0192_Keris_Parungsari_Kinatah_Emas_Panji_Wilis_Mataram_0_29d292.jpg,keris_luk_13,0,0.5023,0.4693,0.9281,0.6699,keris_luk_13,Parungsari,Beras Wutah,Mataram Senopaten,13,yes
0194_Keris_Parungsari_Pamor_Pulo_Tirto_Warisan_Kerajaan_0_39f369.jpg,keris_luk_13,0,0.5066,0.4794,0.9577,0.2775,keris_luk_13,Parungsari,Pulo Tirto,mataram,13,yes
0244_Keris_Sengkelat_Corok_Kinatah_Emas_0_26dd8a.jpg,keris_luk_13,0,0.6763,0.5059,0.1865,0.8730,keris_luk_13,Sengkelat,,,13,yes
0244_Keris_Sengkelat_Corok_Kinatah_Emas_0_26dd8a.jpg,keris_luk_13,1,0.3667,0.6138,0.0635,0.6416,keris_luk_13,Sengkelat,,,13,no
0245_Keris_Sengkelat_Kinatah_Emas_0_83dc3f.jpg,keris_luk_13,0,0.6650,0.4575,0.1900,0.8030,keris_luk_13,Sengkelat,,,13,yes
0245_Keris_Sengkelat_Kinatah_Emas_0_83dc3f.jpg,keris_luk_13,1,0.3620,0.5640,0.1380,0.5940,keris_luk_13,Sengkelat,,,13,no
0246_Keris_Sengkelat_Kinatah_Emas_9_Wadana_0_057602.jpg,keris_luk_13,0,0.6575,0.4680,0.1970,0.8020,keris_luk_13,Sengkelat,,,13,yes
0247_Keris_Sengkelat_Kinatah_Panji_Wilis_0_52eb94.jpg,keris_luk_13,0,0.6225,0.5055,0.1652,0.8281,keris_luk_13,Sengkelat,,,13,yes
0249_Keris_Sengkelat_Luk_13_Sepuh_Pamor_Wengkon_0_a722f7.jpg,keris_luk_13,0,0.4716,0.4973,0.4734,0.9946,keris_luk_13,Sengkelat,Wengkon,Demak,13,yes
0250_Keris_Sengkelat_Luk_13_Tangguh_Demak_0_779966.jpg,keris_luk_13,0,0.6719,0.5073,0.1875,0.8076,keris_luk_13,Sengkelat,,Demak,13,yes
0250_Keris_Sengkelat_Luk_13_Tangguh_Demak_0_779966.jpg,keris_luk_13,1,0.3921,0.5176,0.3232,0.8164,keris_luk_13,Sengkelat,,Demak,13,no
0252_Keris_Sengkelat_Mataram_Pamor_Wahyu_Tumurun_Sepuh_0_aeda3b.jpg,keris_luk_13,0,0.5208,0.5017,0.8450,0.9540,keris_luk_13,Sengkelat,Wahyu Tumurun,Mataram,13,yes
0255_Keris_Sengkelat_Pamor_Pulo_Tirto_Amangkurat_I_0_00dc6b.jpg,keris_luk_13,0,0.5394,0.4913,0.5475,0.9825,keris_luk_13,Sengkelat,Pulo Tirto,,13,yes
0256_Keris_Sengkelat_Pusaka_Warisan_Kerajaan_Blambangan_0_741c03.jpg,keris_luk_13,0,0.5589,0.4402,0.6381,0.8805,keris_luk_13,Sengkelat,,Blambangan,13,yes
0257_Keris_Sengkelat_Tangguh_Bagelen_0_3a73b7.jpg,keris_luk_13,0,0.6743,0.4604,0.1436,0.8506,keris_luk_13,Sengkelat,,,13,yes
0257_Keris_Sengkelat_Tangguh_Bagelen_0_3a73b7.jpg,keris_luk_13,1,0.3931,0.5117,0.2783,0.7559,keris_luk_13,Sengkelat,,,13,no
0258_Keris_Sengkelat_Tangguh_Blambangan_0_9bbe48.jpg,keris_luk_13,0,0.6514,0.4951,0.1953,0.8984,keris_luk_13,Sengkelat,,Blambangan,13,yes
0258_Keris_Sengkelat_Tangguh_Blambangan_0_9bbe48.jpg,keris_luk_13,1,0.3726,0.5132,0.2822,0.8076,keris_luk_13,Sengkelat,,Blambangan,13,no
0259_Keris_Sengkelat_Tinatah_Emas_Panji_Wilis_Gajah_Sin_0_1a0dbd.jpg,keris_luk_13,0,0.5006,0.4978,0.8925,0.9069,keris_luk_13,Sengkelat,Beras Wutah,Cirebon,13,yes
0260_Keris_Sengkelat_Tinatah_Panji_Wilis_0_00c455.jpg,keris_luk_13,0,0.6662,0.5594,0.1887,0.7641,keris_luk_13,Sengkelat,,,13,yes
0260_Keris_Sengkelat_Tinatah_Panji_Wilis_0_00c455.jpg,keris_luk_13,1,0.4309,0.4918,0.4391,0.8852,keris_luk_13,Sengkelat,,,13,no
0269_Keris_Singo_Manglar_Kinatah_0_9e78a4.jpg,keris_luk_13,0,0.4695,0.3328,0.9180,0.5180,keris_luk_13,,Kelengan,Kamardikan,13,yes
0316_Parungsari_Mataram_Amangkurat_0_22cf6d.jpg,keris_luk_13,0,0.4544,0.3789,0.5234,0.7578,keris_luk_13,Parungsari,Beras Wutah,Mataram Amangkurat,13,yes
0325_Pusaka_Keris_Sengkelat_Tundung_Madiun_Kinatah_Pera_0_facd25.jpg,keris_luk_13,0,0.3862,0.5125,0.1875,0.9175,keris_luk_13,Sengkelat,Ngulit Semangka,Madiun,13,yes
0325_Pusaka_Keris_Sengkelat_Tundung_Madiun_Kinatah_Pera_0_facd25.jpg,keris_luk_13,1,0.5975,0.5000,0.2700,0.9100,keris_luk_13,Sengkelat,,Madiun,13,no
0336_Sengkelat_Mataram_Amangkurat_0_51c5f7.jpg,keris_luk_13,0,0.5101,0.4841,0.9596,0.3412,keris_luk_13,Sengkelat,Beras Wutah,Mataram Amangkurat,13,yes
0337_Sengkelat_Mataram_Senopaten_Sepuh_0_a46fbb.jpg,keris_luk_13,0,0.4642,0.4885,0.5184,0.9771,keris_luk_13,Sengkelat,Beras Wutah,Mataram Senopaten,13,yes
0131_KERIS_LANGKA_Dhapur_Waluring_Luk_15_Kalawijan_0_1bc040.jpg,keris_luk_15,0,0.4695,0.4959,0.5624,0.9917,keris_luk_15,Mangkurat,Kelengan,Mataram Amangkurat,15,yes
0112_Keris_Karno_Tinanding_Luk_17_Bali_Sepuh_0_bd2b75.jpg,keris_luk_17,0,0.6208,0.5050,0.1755,0.9119,keris_luk_17,Karno Tinanding,,Bali,17,no
0112_Keris_Karno_Tinanding_Luk_17_Bali_Sepuh_0_bd2b75.jpg,keris_luk_17,1,0.3642,0.5016,0.2842,0.8425,keris_luk_17,Karno Tinanding,,Bali,17,yes
0017_Jangkung_Pacar_Pamor_Tambal_Lima_Tangguh_Pajang_Ma_0_75d4fb.jpg,keris_luk_3,0,0.5082,0.5599,0.9546,0.2307,keris_luk_3,Jangkung,Tambal,Pajang,3,yes
0214_Keris_Pulanggeni_Pamor_Keleng_Sepuh_0_bbec86.jpg,keris_luk_3,0,0.6367,0.4954,0.1610,0.8110,keris_luk_3,Pulanggeni,,,3,yes
0214_Keris_Pulanggeni_Pamor_Keleng_Sepuh_0_bbec86.jpg,keris_luk_3,1,0.4135,0.5596,0.2254,0.6934,keris_luk_3,Pulanggeni,,,3,no
0060_Keris_Carita_Gandhu_Pamor_Lar_Gangsir_0_ca1393.jpg,keris_luk_5,0,0.6680,0.4927,0.1777,0.8486,keris_luk_5,Carita,Lar Gangsir,,5,yes
0060_Keris_Carita_Gandhu_Pamor_Lar_Gangsir_0_ca1393.jpg,keris_luk_5,1,0.3628,0.4948,0.3516,0.8640,keris_luk_5,Carita,Lar Gangsir,,5,yes
0061_Keris_Carita_Genengan_Pajajaran_0_e23d8e.jpg,keris_luk_5,0,0.6585,0.4985,0.1753,0.8486,keris_luk_5,Carita,,Pajajaran,5,yes
0061_Keris_Carita_Genengan_Pajajaran_0_e23d8e.jpg,keris_luk_5,1,0.3687,0.5249,0.2900,0.7900,keris_luk_5,Carita,,Pajajaran,5,no
0063_Keris_Carita_Genengan_Pamor_Banyu_Mili_0_639b58.jpg,keris_luk_5,0,0.6882,0.4936,0.1821,0.8642,keris_luk_5,Carita,Banyu Mili,,5,yes
0063_Keris_Carita_Genengan_Pamor_Banyu_Mili_0_639b58.jpg,keris_luk_5,1,0.3853,0.4937,0.3291,0.8623,keris_luk_5,Carita,Banyu Mili,,5,no
0065_Keris_Carita_Keprabon_Mataram_Senopaten_0_0004b8.jpg,keris_luk_5,0,0.6602,0.4976,0.2070,0.8936,keris_luk_5,Carita,,Mataram Senopaten,5,yes
0065_Keris_Carita_Keprabon_Mataram_Senopaten_0_0004b8.jpg,keris_luk_5,1,0.3750,0.5190,0.3184,0.8486,keris_luk_5,Carita,,Mataram Senopaten,5,no
0066_Keris_Carita_Keprabon_Mataram_Sultan_Agung_0_ffef46.jpg,keris_luk_5,0,0.6727,0.5191,0.1773,0.8250,keris_luk_5,Carita,,Mataram Sultan Agung,5,no
0066_Keris_Carita_Keprabon_Mataram_Sultan_Agung_0_ffef46.jpg,keris_luk_5,1,0.3877,0.4910,0.3311,0.9180,keris_luk_5,Carita,,Mataram Sultan Agung,5,yes
0067_Keris_Carita_Keprabon_Tangguh_Mataram_Senopaten_0_23223d.jpg,keris_luk_5,0,0.6460,0.4727,0.1650,0.8496,keris_luk_5,Carita,,Mataram Senopaten,5,no
0067_Keris_Carita_Keprabon_Tangguh_Mataram_Senopaten_0_23223d.jpg,keris_luk_5,1,0.3931,0.4667,0.2705,0.8049,keris_luk_5,Carita,,Mataram Senopaten,5,yes
0074_Keris_Dholog_Luk_5_Mataram_Senopaten_0_ccef56.jpg,keris_luk_5,0,0.6768,0.5122,0.1777,0.8232,keris_luk_5,,,Mataram Senopaten,5,no
0074_Keris_Dholog_Luk_5_Mataram_Senopaten_0_ccef56.jpg,keris_luk_5,1,0.4323,0.5160,0.2857,0.7981,keris_luk_5,,,Mataram Senopaten,5,yes
0115_Keris_Kebo_Kantong_Luk_5_Madiun_Sepuh_0_5388a4.jpg,keris_luk_5,0,0.6963,0.5288,0.1641,0.8291,keris_luk_5,,,Madiun,5,yes
0115_Keris_Kebo_Kantong_Luk_5_Madiun_Sepuh_0_5388a4.jpg,keris_luk_5,1,0.3726,0.5249,0.3135,0.8506,keris_luk_5,,,Madiun,5,no
0177_Keris_Pandawa_Cinarita_Mataram_Amangkurat_0_100b78.jpg,keris_luk_5,0,0.6527,0.4947,0.1906,0.8660,keris_luk_5,Mangkurat,,Mataram Amangkurat,5,yes
0177_Keris_Pandawa_Cinarita_Mataram_Amangkurat_0_100b78.jpg,keris_luk_5,1,0.3658,0.5215,0.3215,0.7969,keris_luk_5,Mangkurat,,Mataram Amangkurat,5,no
0178_Keris_Pandawa_Lare_Luk_5_Tinatah_Emas_Panji_Wilis_0_c4008b.jpg,keris_luk_5,0,0.5400,0.5291,0.8300,0.8606,keris_luk_5,Pandawa,Beras Wutah,,5,yes
0179_Keris_Pandawa_Lare_Pamor_Pancuran_Mas_0_d5fc0d.jpg,keris_luk_5,0,0.6626,0.5024,0.1689,0.8584,keris_luk_5,Pandawa,,,5,yes
0179_Keris_Pandawa_Lare_Pamor_Pancuran_Mas_0_d5fc0d.jpg,keris_luk_5,1,0.3477,0.5195,0.2480,0.8105,keris_luk_5,Pandawa,,,5,no
0180_Keris_Pandawa_Lare_Pamor_Pancuran_Mas_Tangguh_Dema_0_fc9d55.jpg,keris_luk_5,0,0.4966,0.5184,0.8181,0.8756,keris_luk_5,Pandawa,,Demak,5,yes
0212_Keris_Pulanggeni_Luk_5_Keleng_Hurap_Pajajaran_0_2c3f41.jpg,keris_luk_5,0,0.4897,0.5012,0.7619,0.8775,keris_luk_5,Pulanggeni,Kelengan,Pajajaran,5,yes
0263_Keris_Singa_Barong_Luk_5_Madura_Sepuh_0_449a7b.jpg,keris_luk_5,0,0.6375,0.4969,0.1516,0.8805,keris_luk_5,,,Madura,5,yes
0263_Keris_Singa_Barong_Luk_5_Madura_Sepuh_0_449a7b.jpg,keris_luk_5,1,0.4029,0.5502,0.1738,0.7762,keris_luk_5,,,Madura,5,no
0264_Keris_Singa_Pandawa_Luk_5_Madura_Sepuh_0_3a60f0.jpg,keris_luk_5,0,0.4634,0.5038,0.7594,0.9175,keris_luk_5,Pandawa,Ngulit Semangka,Madura,5,yes
0315_Pandawa_Cinarita_Pamor_Gumbolo_Geni_Majapahit_0_9c7e3c.jpg,keris_luk_5,0,0.4969,0.5127,0.9570,0.9738,keris_luk_5,Pandawa,,Majapahit,5,yes
0322_Pusaka_Keris_Pandawa_Cinarita_Sepuh_Kuno_0_d4c9ee.jpg,keris_luk_5,0,0.4587,0.5056,0.8425,0.8812,keris_luk_5,Pandawa,,,5,yes
0324_Pusaka_Keris_Pulanggeni_Keleng_0_69dcfb.jpg,keris_luk_5,0,0.4344,0.5100,0.7338,0.9300,keris_luk_5,Pulanggeni,Kelengan,Sedayu,5,yes
0339_Singo_Barong_Luk_5_Mataram_Senopaten_0_48bb89.jpg,keris_luk_5,0,0.5039,0.4883,0.9748,0.2917,keris_luk_5,Singo Barong,Beras Wutah,Mataram Senopaten,5,yes
0027_Keris_Balebang_Luk_7_Bali_Sepuh_0_08ecd0.jpg,keris_luk_7,0,0.6704,0.4907,0.1572,0.8818,keris_luk_7,,,Bali,7,yes
0027_Keris_Balebang_Luk_7_Bali_Sepuh_0_08ecd0.jpg,keris_luk_7,1,0.3657,0.5884,0.0693,0.6787,keris_luk_7,,,Bali,7,no
0069_Keris_Carubuk_Luk_7_Mataram_Amangkurat_Sepuh_0_4677d1.jpg,keris_luk_7,0,0.4581,0.5212,0.7325,0.8675,keris_luk_7,Mangkurat,Beras Wutah,Mataram Amangkurat,7,yes
0123_Keris_Kidang_Soka_Luk_7_Pamor_Adeg_Rambut_0_0fa734.jpg,keris_luk_7,0,0.6567,0.5000,0.1611,0.8223,keris_luk_7,,Adeg,,7,yes
0123_Keris_Kidang_Soka_Luk_7_Pamor_Adeg_Rambut_0_0fa734.jpg,keris_luk_7,1,0.4106,0.4912,0.2354,0.8555,keris_luk_7,,Adeg,,7,no
0149_Keris_Naga_Sapta_Keleng_Yasan_Enggal_0_17e4a1.jpg,keris_luk_7,0,0.3913,0.5072,0.1913,0.9119,keris_luk_7,Naga Sapta,Kelengan,Kamardikan,7,yes
0149_Keris_Naga_Sapta_Keleng_Yasan_Enggal_0_17e4a1.jpg,keris_luk_7,1,0.6312,0.5334,0.2900,0.8394,keris_luk_7,Naga Sapta,,,7,no
0150_Keris_Naga_Sapta_Luk_7_Pamor_Keleng_0_693c24.jpg,keris_luk_7,0,0.6179,0.4574,0.2018,0.8108,keris_luk_7,Naga Sapta,,,7,yes
0150_Keris_Naga_Sapta_Luk_7_Pamor_Keleng_0_693c24.jpg,keris_luk_7,1,0.3660,0.5105,0.2240,0.7290,keris_luk_7,Naga Sapta,,,7,no
0261_Keris_Sepokal_Luk_7_Mataram_Amangkurat_0_5980a9.jpg,keris_luk_7,0,0.6485,0.5078,0.1788,0.8301,keris_luk_7,Mangkurat,,Mataram Amangkurat,7,yes
0261_Keris_Sepokal_Luk_7_Mataram_Amangkurat_0_5980a9.jpg,keris_luk_7,1,0.4136,0.5117,0.2549,0.7793,keris_luk_7,Mangkurat,,Mataram Amangkurat,7,no
0321_Pusaka_Keris_Naga_Sapta_Kinatah_Mas_Kamarogan_0_449148.jpg,keris_luk_7,0,0.3959,0.4950,0.2694,0.9618,keris_luk_7,Naga Sapta,,,7,yes
0057_Keris_Buto_Ijo_Luk_9_Pamor_Pedaringan_Kebak_Matara_0_b778b7.jpg,keris_luk_9,0,0.4851,0.5177,0.8337,0.9187,keris_luk_9,,Pedaringan Kebak,Mataram Sultan Agung,9,yes
0152_Keris_Naga_Sasra_Luk_9_Kinatah_Emas_0_0ca734.jpg,keris_luk_9,0,0.6255,0.4795,0.1830,0.8610,keris_luk_9,naga sasra,,,9,yes
0152_Keris_Naga_Sasra_Luk_9_Kinatah_Emas_0_0ca734.jpg,keris_luk_9,1,0.3670,0.5360,0.1680,0.7560,keris_luk_9,,,,9,no
0155_Keris_Naga_Temanten_Tinatah_Emas_Tangguh_Cirebon_S_0_768d30.jpg,keris_luk_9,0,0.5325,0.4738,0.8000,0.8187,keris_luk_9,naga temanten,Kelengan,Cirebon,9,yes
0183_Keris_Panimbal_Luk_9_Majapahit_Gonjo_Wilut_0_f5cdc9.jpg,keris_luk_9,0,0.3556,0.5366,0.1961,0.8282,keris_luk_9,Panimbal,pulo tirto,Majapahit,9,yes
0183_Keris_Panimbal_Luk_9_Majapahit_Gonjo_Wilut_0_f5cdc9.jpg,keris_luk_9,1,0.6012,0.4984,0.3100,0.8894,keris_luk_9,Panimbal,,Majapahit,9,no
0222_Keris_Sabuk_Inten_Kinatah_Emas_Wadana_5_0_0b5cf0.jpg,keris_luk_9,0,0.5900,0.4620,0.1580,0.7200,keris_luk_9,Sabuk Inten,,,9,no
0222_Keris_Sabuk_Inten_Kinatah_Emas_Wadana_5_0_0b5cf0.jpg,keris_luk_9,1,0.3591,0.4660,0.2212,0.6921,keris_luk_9,Sabuk Inten,,,9,yes
